Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Residents.Tested,Residents.Population,Address,Zipcode,City,County,County.FIPS,Latitude,Longitude,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Population.Feb20,Source.Population.Feb20,Capacity,Source.Capacity,HIFLD.ID,BJS.ID,Website
83,state,California,AVENAL STATE PRISON,2020-04-11,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-12,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-13,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-14,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-15,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-16,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-17,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-18,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-19,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-20,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-21,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-22,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-23,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-24,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-25,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-26,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-27,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-28,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-29,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-04-30,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-01,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-02,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-03,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-04,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-05,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-06,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-07,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-08,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-09,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-10,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-11,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-12,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-13,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-14,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-15,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-16,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-17,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-18,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-19,https://www.cdcr.ca.gov/covid19/population-status-tracking/,0,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-20,https://www.cdcr.ca.gov/covid19/population-status-tracking/,25,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-21,https://www.cdcr.ca.gov/covid19/population-status-tracking/,48,8,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-22,https://www.cdcr.ca.gov/covid19/population-status-tracking/,49,8,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-23,https://www.cdcr.ca.gov/covid19/population-status-tracking/,128,10,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-24,https://www.cdcr.ca.gov/covid19/population-status-tracking/,197,10,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-25,https://www.cdcr.ca.gov/covid19/population-status-tracking/,198,10,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-26,https://www.cdcr.ca.gov/covid19/population-status-tracking/,198,10,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-27,https://www.cdcr.ca.gov/covid19/population-status-tracking/,198,20,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-28,https://www.cdcr.ca.gov/covid19/population-status-tracking/,200,20,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-29,https://www.cdcr.ca.gov/covid19/population-status-tracking/,216,21,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-30,https://www.cdcr.ca.gov/covid19/population-status-tracking/,241,21,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
83,state,California,AVENAL STATE PRISON,2020-05-31,https://www.cdcr.ca.gov/covid19/population-status-tracking/,96,21,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 KINGS WAY,93204,AVENAL,KINGS,6031,35.97394934,-120.1231018,Prison,Med/Min,Adult,Male,0,NA,4204,Public Records,2920,HIFLD,10000826,NA,https://www.cdcr.ca.gov/covid19/population-status-tracking/
