State,Name,Date,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Negative,Residents.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Tested,jurisdiction,id
CA,AVENAL STATE PRISON,2020-03-31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-02,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-04,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-05,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-06,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-07,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-08,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-09,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-19,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-20,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-21,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-22,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-23,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-24,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-25,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-26,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-27,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-28,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-29,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-04-30,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-01,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-02,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-03,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-04,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-05,0,0,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-06,0,0,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-07,0,0,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-08,0,0,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-09,0,0,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-10,0,0,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-11,0,0,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-12,0,0,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-13,0,0,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-14,0,0,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-15,0,1,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-16,0,1,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-17,0,1,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-18,0,1,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-19,0,4,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-20,25,4,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-21,48,8,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-22,49,8,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-23,128,10,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-24,197,10,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-25,198,10,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-26,198,10,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-27,198,20,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-28,200,20,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-29,216,21,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-30,241,21,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-05-31,96,21,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-01,598,28,0,NA,0,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-02,599,29,0,NA,28,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-03,599,29,0,NA,28,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-04,837,50,0,NA,28,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-05,839,50,0,NA,126,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-06,839,51,0,NA,126,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-07,839,51,0,NA,159,0,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-08,841,51,0,NA,165,3,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-09,843,51,0,NA,165,3,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-10,844,56,0,NA,217,21,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-11,894,60,0,NA,223,21,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-12,896,61,0,NA,223,21,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-13,896,61,0,NA,223,21,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-14,905,61,1,NA,223,21,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-15,908,61,0,NA,223,21,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-16,908,64,0,NA,505,25,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-17,918,64,0,NA,542,25,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-18,920,64,0,NA,738,25,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-19,923,64,0,NA,771,25,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-20,927,66,1,NA,777,25,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-21,927,66,1,NA,777,25,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-22,928,66,1,NA,777,27,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-23,928,66,1,NA,797,27,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-24,928,67,2,NA,797,27,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-25,928,67,2,NA,826,34,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-26,928,67,2,NA,839,35,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-27,932,67,2,NA,857,35,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-28,934,67,3,NA,857,35,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-29,938,72,3,NA,864,38,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-06-30,938,75,3,NA,864,38,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-01,938,76,3,NA,866,38,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-02,939,76,3,NA,871,38,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-03,939,77,3,NA,873,38,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-04,943,77,3,NA,879,38,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-05,943,77,3,NA,879,38,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-06,944,77,3,NA,882,38,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-07,944,78,3,NA,887,38,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-08,945,78,3,NA,896,39,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-09,946,78,3,NA,896,39,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-10,945,80,3,NA,898,39,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-11,946,80,3,NA,898,39,NA,NA,NA,NA,39,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-12,948,80,3,NA,898,39,NA,NA,NA,NA,190,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-13,948,80,4,NA,899,39,NA,NA,NA,NA,185,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-14,948,81,4,NA,900,41,NA,NA,NA,NA,179,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-15,949,81,4,NA,901,41,NA,NA,NA,NA,180,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-16,953,81,4,NA,901,41,NA,NA,NA,NA,339,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-17,954,83,4,NA,901,41,NA,NA,NA,NA,333,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-18,954,83,4,NA,902,41,NA,NA,NA,NA,335,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-19,955,83,4,NA,902,41,NA,NA,NA,NA,341,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-20,975,89,4,NA,906,41,NA,NA,NA,NA,385,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-21,1049,90,4,NA,906,42,NA,NA,NA,NA,523,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-22,1064,91,4,NA,906,29,NA,NA,NA,NA,531,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-23,1065,92,4,NA,910,43,NA,NA,NA,NA,527,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-24,1094,92,5,NA,910,43,NA,NA,NA,NA,833,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-25,1094,92,5,NA,910,43,NA,NA,NA,NA,833,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-26,1159,92,5,NA,912,43,NA,NA,NA,NA,772,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-27,1159,92,5,NA,912,43,NA,NA,NA,NA,772,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-28,1159,92,5,NA,912,43,NA,NA,NA,NA,740,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-29,1194,93,5,NA,914,43,NA,NA,NA,NA,505,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-30,1352,93,5,NA,914,43,NA,NA,NA,NA,513,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-07-31,1353,94,5,NA,914,44,NA,NA,NA,NA,522,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-01,1355,94,5,NA,917,44,NA,NA,NA,NA,426,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-02,1393,94,5,NA,986,44,NA,NA,NA,NA,582,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-03,1399,95,5,NA,985,46,NA,NA,NA,NA,607,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-04,1412,95,5,NA,992,46,NA,NA,NA,NA,583,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-05,1418,101,5,NA,1013,46,NA,NA,NA,NA,590,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-06,1480,101,5,NA,1034,46,NA,NA,NA,NA,586,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-07,1483,101,5,NA,1040,46,NA,NA,NA,NA,588,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-08,1483,104,5,NA,1064,46,NA,NA,NA,NA,531,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-09,1487,104,5,NA,1095,46,NA,NA,NA,NA,566,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-10,1493,104,5,NA,1098,46,NA,NA,NA,NA,618,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-11,1505,108,5,NA,1115,46,NA,NA,NA,NA,668,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-12,1508,112,5,NA,1273,46,NA,NA,NA,NA,486,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-14,1515,120,5,NA,1291,47,NA,NA,NA,NA,479,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-15,1575,120,5,NA,1340,47,NA,NA,NA,NA,625,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-16,1602,120,5,NA,1340,47,NA,NA,NA,NA,773,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-17,1602,120,5,NA,1340,47,NA,NA,NA,NA,866,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-18,1602,121,5,NA,1350,47,NA,NA,NA,NA,877,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-19,1605,121,5,NA,1356,47,NA,NA,NA,NA,822,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-20,1605,128,5,NA,1412,49,NA,NA,NA,NA,832,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-21,1605,128,5,NA,1418,49,NA,NA,NA,NA,831,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-22,1752,146,5,NA,1437,61,NA,NA,NA,NA,811,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-23,1752,146,5,NA,1439,61,NA,NA,NA,NA,810,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-24,1758,146,5,NA,1440,61,NA,NA,NA,NA,823,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-25,1761,149,5,NA,1440,62,NA,NA,NA,NA,824,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-26,1768,149,5,NA,1521,67,NA,NA,NA,NA,836,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-27,1769,152,5,NA,1521,67,NA,NA,NA,NA,740,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-28,1799,157,5,NA,1521,67,NA,NA,NA,NA,766,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-29,1867,165,5,NA,1526,67,NA,NA,NA,NA,695,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-30,1875,165,5,NA,1535,67,NA,NA,NA,NA,712,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-08-31,1917,177,5,NA,1535,69,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-01,1918,177,5,NA,1535,69,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-02,1927,177,5,NA,1540,69,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-03,1927,177,5,NA,1540,69,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-04,2092,120,5,NA,1541,47,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-05,2113,120,5,NA,1682,47,NA,NA,NA,NA,912,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-06,2168,120,5,NA,1694,47,NA,NA,NA,NA,1135,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-07,2215,120,5,NA,1694,47,NA,NA,NA,NA,1212,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-08,2237,221,5,NA,1701,89,NA,NA,NA,NA,1244,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-09,2238,223,5,NA,1701,89,NA,NA,NA,NA,1069,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-10,2238,223,5,NA,1701,89,NA,NA,NA,NA,1069,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-11,2267,241,5,NA,1834,93,NA,NA,NA,NA,1039,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-12,2267,241,5,NA,1834,93,NA,NA,NA,NA,1039,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-13,2268,241,5,NA,1834,93,NA,NA,NA,NA,1001,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-14,2277,247,5,NA,1834,96,NA,NA,NA,NA,1010,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-15,2281,247,5,NA,1849,182,NA,NA,NA,NA,1006,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-16,2283,247,5,NA,1977,193,NA,NA,NA,NA,739,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-18,2317,254,5,NA,2097,209,NA,NA,NA,NA,525,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-20,2410,254,5,NA,2153,209,NA,NA,NA,NA,853,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-23,2498,256,5,NA,2154,211,NA,NA,NA,NA,1089,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-25,2651,265,6,NA,2197,213,NA,NA,NA,NA,1434,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-09-29,2657,266,6,NA,2197,214,NA,NA,NA,NA,1578,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-01,2660,270,6,NA,2204,214,NA,NA,NA,NA,1570,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-03,2810,280,7,NA,2354,214,NA,NA,NA,NA,1410,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-05,2837,283,7,NA,2406,214,NA,NA,NA,NA,1360,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-07,2840,290,7,NA,2499,214,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-11,2933,296,7,NA,2569,214,NA,NA,NA,NA,1195,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-12,2933,296,7,NA,2569,214,NA,NA,NA,NA,1197,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-14,2936,303,7,NA,2577,214,NA,NA,NA,NA,1078,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-18,2938,305,7,NA,2738,214,NA,NA,NA,NA,1117,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-20,2938,307,7,NA,2738,219,NA,NA,NA,NA,1124,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-23,2941,316,7,NA,2841,277,NA,NA,NA,NA,1013,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-26,2947,319,7,NA,2845,277,NA,NA,NA,NA,1082,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-28,2948,319,7,NA,2849,277,NA,NA,NA,NA,1083,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-10-30,2960,324,7,NA,2849,297,NA,NA,NA,NA,996,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-11-02,2963,324,8,NA,2849,297,NA,NA,NA,NA,1027,state,pre-nov_ca_covid
CA,AVENAL STATE PRISON,2020-11-04,2970,328,8,NA,2851,297,NA,NA,NA,NA,1001,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-03-31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-02,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-03,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-04,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-05,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-06,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-07,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-08,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-09,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
CA,CALIFORNIA CITY CORRECTIONAL FACILITY,2020-04-17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,state,pre-nov_ca_covid
